Customer_Name,Province,Region,Customer_Segment,Cust_id,id,id
GREG MAXWELL,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_278,278,278
MARC HARRIGAN,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_279,279,279
SALLY KNUTSON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_280,280,280
GIULIETTA WEIMER,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_281,281,281
KRISTINA NUNN,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_282,282,282
CHUCK CLARK,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_283,283,283
SALLY KNUTSON,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_284,284,284
TANJA NORVELL,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_285,285,285
LIZ PRICE,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_286,286,286
VICKY FREYMANN,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_287,287,287
PHILISSE OVERCASH,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_288,288,288
PATRICK O'BRILL,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_289,289,289
CATHY ARMSTRONG,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_290,290,290
HEATHER JAS,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_291,291,291
LENA HERNANDEZ,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_292,292,292
SHAHID SHARIARI,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_293,293,293
KHLOE MILLER,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_294,294,294
PAUL MACINTYRE,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_295,295,295
MIKE VITTORINI,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_296,296,296
JOHN GRADY,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_297,297,297
RICARDO EMERSON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_298,298,298
MATT ABELMAN,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_299,299,299
SARAH JORDON,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_300,300,300
SALLY MATTHIAS,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_301,301,301
SALLY MATTHIAS,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_302,302,302
THEONE PIPPENGER,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_303,303,303
ART FERGUSON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_304,304,304
JACK O'BRIANT,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_305,305,305
NATHAN CANO,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_306,306,306
MICHAEL GRANLUND,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_307,307,307
STEVE CARROLL,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_308,308,308
SCOTT WILLIAMSON,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_309,309,309
DENNIS BOLTON,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_310,310,310
SEAN WENDT,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_311,311,311
JOHN CASTELL,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_312,312,312
JACK O'BRIANT,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_313,313,313
DAVID PHILIPPE,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_314,314,314
CHAD SIEVERT,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_315,315,315
MATT ABELMAN,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_316,316,316
SHAUN WEIEN,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_317,317,317
MAYA HERMAN,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_318,318,318
MICHAEL GRANLUND,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_319,319,319
JACK O'BRIANT,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_320,320,320
IVAN LISTON,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_321,321,321
BRAD NORVELL,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_322,322,322
KEN HEIDEL,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_323,323,323
JOHN CASTELL,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_324,324,324
MIKE KENNEDY,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_325,325,325
CHARLES SHELDON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_326,326,326
MIKE KENNEDY,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_327,327,327
MATT ABELMAN,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_328,328,328
BRIAN DERR,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_329,329,329
ROLAND BLACK,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_330,330,330
DANA KAYDOS,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_331,331,331
DARREN KOUTRAS,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_332,332,332
NEIL DUCICH,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_333,333,333
SEAN WENDT,BRITISH COLUMBIA,WEST,CORPORATE,Cust_334,334,334
MIKE KENNEDY,BRITISH COLUMBIA,WEST,CORPORATE,Cust_335,335,335
MATT ABELMAN,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_336,336,336
SALLY MATTHIAS,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_337,337,337
STEVE CARROLL,BRITISH COLUMBIA,WEST,CONSUMER,Cust_338,338,338
JOHN CASTELL,BRITISH COLUMBIA,WEST,CONSUMER,Cust_339,339,339
NEIL DUCICH,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_340,340,340
PARHENA NORRIS,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_341,341,341
ROLAND BLACK,BRITISH COLUMBIA,WEST,SMALL BUSINESS,Cust_342,342,342
KEN HEIDEL,BRITISH COLUMBIA,WEST,CORPORATE,Cust_343,343,343
SARAH JORDON,BRITISH COLUMBIA,WEST,CONSUMER,Cust_344,344,344
JOHN CASTELL,BRITISH COLUMBIA,WEST,SMALL BUSINESS,Cust_345,345,345
BART WATTERS,BRITISH COLUMBIA,WEST,CORPORATE,Cust_346,346,346
MARY O'ROURKE,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_347,347,347
NATHAN CANO,BRITISH COLUMBIA,WEST,CONSUMER,Cust_348,348,348
MATT ABELMAN,BRITISH COLUMBIA,WEST,SMALL BUSINESS,Cust_349,349,349
MICHAEL GRANLUND,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_350,350,350
DANA KAYDOS,BRITISH COLUMBIA,WEST,CORPORATE,Cust_351,351,351
CHAD SIEVERT,BRITISH COLUMBIA,WEST,CORPORATE,Cust_352,352,352
HUNTER LOPEZ,BRITISH COLUMBIA,WEST,CONSUMER,Cust_353,353,353
NATHAN MAUTZ,BRITISH COLUMBIA,WEST,CORPORATE,Cust_354,354,354
SHAUN WEIEN,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_355,355,355
NATHAN MAUTZ,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_356,356,356
THEONE PIPPENGER,BRITISH COLUMBIA,WEST,CORPORATE,Cust_357,357,357
SCOTT WILLIAMSON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,Cust_358,358,358
MIKE KENNEDY,BRITISH COLUMBIA,WEST,SMALL BUSINESS,Cust_359,359,359
MIKE KENNEDY,MANITOBA,PRARIE,CORPORATE,Cust_360,360,360
MARK COUSINS,MANITOBA,PRARIE,CORPORATE,Cust_361,361,361
ROLAND BLACK,MANITOBA,PRARIE,SMALL BUSINESS,Cust_362,362,362
BART WATTERS,MANITOBA,PRARIE,CORPORATE,Cust_363,363,363
MATT ABELMAN,MANITOBA,PRARIE,CONSUMER,Cust_364,364,364
PARHENA NORRIS,MANITOBA,PRARIE,HOME OFFICE,Cust_365,365,365
THEONE PIPPENGER,MANITOBA,PRARIE,CORPORATE,Cust_366,366,366
SALLY MATTHIAS,MANITOBA,PRARIE,HOME OFFICE,Cust_367,367,367
DANA KAYDOS,MANITOBA,PRARIE,CORPORATE,Cust_368,368,368
SEAN WENDT,MANITOBA,PRARIE,CORPORATE,Cust_369,369,369
NATHAN MAUTZ,MANITOBA,PRARIE,CORPORATE,Cust_370,370,370
AARON SMAYLING,MANITOBA,PRARIE,SMALL BUSINESS,Cust_371,371,371
CHARLES SHELDON,MANITOBA,PRARIE,CORPORATE,Cust_372,372,372
SHAUN WEIEN,MANITOBA,PRARIE,HOME OFFICE,Cust_373,373,373
MARY O'ROURKE,MANITOBA,PRARIE,HOME OFFICE,Cust_374,374,374
MARK COUSINS,MANITOBA,PRARIE,HOME OFFICE,Cust_375,375,375
BRAD NORVELL,MANITOBA,PRARIE,CORPORATE,Cust_376,376,376
CHAD SIEVERT,MANITOBA,PRARIE,CORPORATE,Cust_377,377,377
BRIAN DERR,MANITOBA,PRARIE,SMALL BUSINESS,Cust_378,378,378
NEIL DUCICH,MANITOBA,PRARIE,HOME OFFICE,Cust_379,379,379
SARAH JORDON,MANITOBA,PRARIE,CONSUMER,Cust_380,380,380
MIKE KENNEDY,MANITOBA,PRARIE,SMALL BUSINESS,Cust_381,381,381
MICHAEL GRANLUND,MANITOBA,PRARIE,HOME OFFICE,Cust_382,382,382
KEN HEIDEL,MANITOBA,PRARIE,CORPORATE,Cust_383,383,383
ART FERGUSON,MANITOBA,PRARIE,CORPORATE,Cust_384,384,384
STEVE CARROLL,MANITOBA,PRARIE,CONSUMER,Cust_385,385,385
NATHAN MAUTZ,MANITOBA,PRARIE,HOME OFFICE,Cust_386,386,386
MATT ABELMAN,MANITOBA,PRARIE,HOME OFFICE,Cust_387,387,387
NATHAN CANO,MANITOBA,PRARIE,CONSUMER,Cust_388,388,388
DENNIS BOLTON,MANITOBA,PRARIE,SMALL BUSINESS,Cust_389,389,389
JOEL JENKINS,MANITOBA,PRARIE,CORPORATE,Cust_390,390,390
MEG O'CONNEL,MANITOBA,PRARIE,CORPORATE,Cust_391,391,391
HALLIE REDMOND,MANITOBA,PRARIE,HOME OFFICE,Cust_392,392,392
LIZ THOMPSON,MANITOBA,PRARIE,CORPORATE,Cust_393,393,393
ROBERT WALDORF,MANITOBA,PRARIE,HOME OFFICE,Cust_394,394,394
HELEN ANDREADA,MANITOBA,PRARIE,CORPORATE,Cust_395,395,395
JULIA DUNBAR,MANITOBA,PRARIE,CONSUMER,Cust_396,396,396
CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,Cust_397,397,397
BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,Cust_398,398,398
GUY THORNTON,MANITOBA,PRARIE,CORPORATE,Cust_399,399,399
MARY ZEWE,MANITOBA,PRARIE,CORPORATE,Cust_400,400,400
KEN LONSDALE,MANITOBA,PRARIE,CONSUMER,Cust_401,401,401
MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,Cust_402,402,402
BRIAN THOMPSON,MANITOBA,PRARIE,HOME OFFICE,Cust_403,403,403
HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,Cust_404,404,404
JASON GROSS,MANITOBA,PRARIE,SMALL BUSINESS,Cust_405,405,405
KATRINA BAVINGER,MANITOBA,PRARIE,CONSUMER,Cust_406,406,406
MARIA BERTELSON,MANITOBA,PRARIE,CORPORATE,Cust_407,407,407
IVAN GIBSON,MANITOBA,PRARIE,CORPORATE,Cust_408,408,408
DOUG BICKFORD,ONTARIO,ONTARIO,CORPORATE,Cust_409,409,409
LIZ THOMPSON,ONTARIO,ONTARIO,CORPORATE,Cust_410,410,410
MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,Cust_411,411,411
GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,Cust_412,412,412
BRUCE STEWART,ONTARIO,ONTARIO,CORPORATE,Cust_413,413,413
BRIAN THOMPSON,ONTARIO,ONTARIO,HOME OFFICE,Cust_414,414,414
JOSEPH AIRDO,ONTARIO,ONTARIO,CORPORATE,Cust_415,415,415
CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_416,416,416
JOSEPH AIRDO,ONTARIO,ONTARIO,CONSUMER,Cust_417,417,417
KEN LONSDALE,ONTARIO,ONTARIO,CONSUMER,Cust_418,418,418
ROBERT WALDORF,ONTARIO,ONTARIO,HOME OFFICE,Cust_419,419,419
KATRINA BAVINGER,ONTARIO,ONTARIO,CONSUMER,Cust_420,420,420
MEG O'CONNEL,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_421,421,421
CHRISTINE SUNDARESAM,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_422,422,422
LYCORIS SAUNDERS,ONTARIO,ONTARIO,HOME OFFICE,Cust_423,423,423
LYCORIS SAUNDERS,ONTARIO,ONTARIO,CORPORATE,Cust_424,424,424
DOROTHY DICKINSON,ONTARIO,ONTARIO,CORPORATE,Cust_425,425,425
MARY ZEWE,ONTARIO,ONTARIO,CORPORATE,Cust_426,426,426
JANET MOLINARI,ONTARIO,ONTARIO,CORPORATE,Cust_427,427,427
JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,Cust_428,428,428
MARIA BERTELSON,ONTARIO,ONTARIO,CORPORATE,Cust_429,429,429
ANNIE THURMAN,ONTARIO,ONTARIO,HOME OFFICE,Cust_430,430,430
MEG O'CONNEL,ONTARIO,ONTARIO,CORPORATE,Cust_431,431,431
ROB BEEGHLY,ONTARIO,ONTARIO,CONSUMER,Cust_432,432,432
IVAN GIBSON,ONTARIO,ONTARIO,CORPORATE,Cust_433,433,433
ANNIE THURMAN,ONTARIO,ONTARIO,CONSUMER,Cust_434,434,434
BILL EPLETT,ONTARIO,ONTARIO,CORPORATE,Cust_435,435,435
DOUG O'CONNELL,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_436,436,436
CRAIG CARROLL,ONTARIO,ONTARIO,CORPORATE,Cust_437,437,437
LIZ MACKENDRICK,ONTARIO,ONTARIO,CORPORATE,Cust_438,438,438
CHRISTINE KARGATIS,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_439,439,439
BOBBY ODEGARD,ONTARIO,ONTARIO,CORPORATE,Cust_440,440,440
CRAIG CARROLL,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_441,441,441
RUSSELL APPLEGATE,ONTARIO,ONTARIO,HOME OFFICE,Cust_442,442,442
BILL DONATELLI,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_443,443,443
BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,Cust_444,444,444
DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,Cust_445,445,445
BOBBY ODEGARD,ONTARIO,ONTARIO,CONSUMER,Cust_446,446,446
RUSSELL APPLEGATE,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_447,447,447
JOEL JENKINS,ONTARIO,ONTARIO,CORPORATE,Cust_448,448,448
BRAD EASON,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_449,449,449
JASON GROSS,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_450,450,450
HAROLD PAWLAN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_451,451,451
ADAM BELLAVANCE,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_452,452,452
CARI SAYRE,ONTARIO,ONTARIO,HOME OFFICE,Cust_453,453,453
LISA DECHERNEY,ONTARIO,ONTARIO,CORPORATE,Cust_454,454,454
ROY SKARIA,ONTARIO,ONTARIO,CORPORATE,Cust_455,455,455
SEAN O'DONNELL,ONTARIO,ONTARIO,CORPORATE,Cust_456,456,456
SUSAN VITTORINI,ONTARIO,ONTARIO,CORPORATE,Cust_457,457,457
SANDRA GLASSCO,ONTARIO,ONTARIO,HOME OFFICE,Cust_458,458,458
SKYE NORLING,ONTARIO,ONTARIO,HOME OFFICE,Cust_459,459,459
SUSAN VITTORINI,ONTARIO,ONTARIO,HOME OFFICE,Cust_460,460,460
SHIRLEY SCHMIDT,ONTARIO,ONTARIO,CORPORATE,Cust_461,461,461
RICK WILSON,ONTARIO,ONTARIO,CORPORATE,Cust_462,462,462
RICK WILSON,ONTARIO,ONTARIO,CONSUMER,Cust_463,463,463
PAULINE CHAND,ONTARIO,ONTARIO,CORPORATE,Cust_464,464,464
JENNIFER HALLADAY,ONTARIO,ONTARIO,HOME OFFICE,Cust_465,465,465
RITSA HIGHTOWER,ONTARIO,ONTARIO,CORPORATE,Cust_466,466,466
JONI BLUMSTEIN,ONTARIO,ONTARIO,HOME OFFICE,Cust_467,467,467
PETE ARMSTRONG,ONTARIO,ONTARIO,CONSUMER,Cust_468,468,468
PAULINE CHAND,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_469,469,469
ANNA GAYMAN,ONTARIO,ONTARIO,CORPORATE,Cust_470,470,470
JONI BLUMSTEIN,ONTARIO,ONTARIO,CONSUMER,Cust_471,471,471
NAT GILPIN,ONTARIO,ONTARIO,CONSUMER,Cust_472,472,472
ROSE O'BRIAN,ONTARIO,ONTARIO,HOME OFFICE,Cust_473,473,473
BECKY CASTELL,ONTARIO,ONTARIO,CONSUMER,Cust_474,474,474
DANIEL RAGLIN,ONTARIO,ONTARIO,CORPORATE,Cust_475,475,475
CORINNA MITCHELL,ONTARIO,ONTARIO,CORPORATE,Cust_476,476,476
EVA JACOBS,ONTARIO,ONTARIO,HOME OFFICE,Cust_477,477,477
JAS O'CARROLL,ONTARIO,ONTARIO,CORPORATE,Cust_478,478,478
JAS O'CARROLL,ONTARIO,ONTARIO,HOME OFFICE,Cust_479,479,479
PAUL PROST,ONTARIO,ONTARIO,CORPORATE,Cust_480,480,480
PHILIP BROWN,ONTARIO,ONTARIO,HOME OFFICE,Cust_481,481,481
MICHAEL NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_482,482,482
PHILIP BROWN,ONTARIO,ONTARIO,CORPORATE,Cust_483,483,483
LISA DECHERNEY,ONTARIO,ONTARIO,CONSUMER,Cust_484,484,484
PAUL MACINTYRE,ONTARIO,ONTARIO,CORPORATE,Cust_485,485,485
TAMARA DAHLEN,ONTARIO,ONTARIO,CORPORATE,Cust_486,486,486
ERIN CREIGHTON,ONTARIO,ONTARIO,CORPORATE,Cust_487,487,487
HENRY MACALLISTER,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_488,488,488
CANDACE MCMAHON,ONTARIO,ONTARIO,CORPORATE,Cust_489,489,489
TAMARA CHAND,ONTARIO,ONTARIO,CONSUMER,Cust_490,490,490
DUANE HUFFMAN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_491,491,491
EDWARD NAZZAL,ONTARIO,ONTARIO,HOME OFFICE,Cust_492,492,492
KELLY LAMPKIN,ONTARIO,ONTARIO,CORPORATE,Cust_493,493,493
ANTHONY WITT,ONTARIO,ONTARIO,CORPORATE,Cust_494,494,494
TED TREVINO,ONTARIO,ONTARIO,CORPORATE,Cust_495,495,495
ED LUDWIG,ONTARIO,ONTARIO,CONSUMER,Cust_496,496,496
JEREMY ELLISON,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_497,497,497
ALAN HWANG,ONTARIO,ONTARIO,CORPORATE,Cust_498,498,498
KELLY LAMPKIN,ONTARIO,ONTARIO,HOME OFFICE,Cust_499,499,499
EILEEN KIEFER,ONTARIO,ONTARIO,CONSUMER,Cust_500,500,500
JAMES LANIER,ONTARIO,ONTARIO,CORPORATE,Cust_501,501,501
EDWARD BECKER,ONTARIO,ONTARIO,CORPORATE,Cust_502,502,502
GARY ZANDUSKY,ONTARIO,ONTARIO,HOME OFFICE,Cust_503,503,503
ANN BLUME,ONTARIO,ONTARIO,CORPORATE,Cust_504,504,504
ERIN SMITH,ONTARIO,ONTARIO,HOME OFFICE,Cust_505,505,505
ALLEN GOLDEN,ONTARIO,ONTARIO,CONSUMER,Cust_506,506,506
FRANK CARLISLE,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_507,507,507
GARY HANSEN,ONTARIO,ONTARIO,CONSUMER,Cust_508,508,508
NANCY LOMONACO,ONTARIO,ONTARIO,HOME OFFICE,Cust_509,509,509
ANNA HABERLIN,ONTARIO,ONTARIO,CORPORATE,Cust_510,510,510
ERIN ASHBROOK,ONTARIO,ONTARIO,CONSUMER,Cust_511,511,511
DARREN BUDD,ONTARIO,ONTARIO,CONSUMER,Cust_512,512,512
BILL STEWART,ONTARIO,ONTARIO,CORPORATE,Cust_513,513,513
CHRISTINE PHAN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_514,514,514
ALAN HWANG,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_515,515,515
DARREN BUDD,ONTARIO,ONTARIO,CORPORATE,Cust_516,516,516
EUGENE HILDEBRAND,ONTARIO,ONTARIO,HOME OFFICE,Cust_517,517,517
EDWARD BECKER,ONTARIO,ONTARIO,HOME OFFICE,Cust_518,518,518
MELANIE PAGE,ONTARIO,ONTARIO,CORPORATE,Cust_519,519,519
JESUS OCAMPO,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_520,520,520
DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,Cust_521,521,521
PATRICK BZOSTEK,ONTARIO,ONTARIO,CONSUMER,Cust_522,522,522
DARREN BUDD,ONTARIO,ONTARIO,HOME OFFICE,Cust_523,523,523
GRACE KELLY,ONTARIO,ONTARIO,CONSUMER,Cust_524,524,524
DAN LAWERA,ONTARIO,ONTARIO,CORPORATE,Cust_525,525,525
GEORGE ASHBROOK,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_526,526,526
DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,Cust_527,527,527
ARTHUR WIEDIGER,ONTARIO,ONTARIO,CORPORATE,Cust_528,528,528
DUANE HUFFMAN,ONTARIO,ONTARIO,CONSUMER,Cust_529,529,529
JIM MITCHUM,ONTARIO,ONTARIO,CONSUMER,Cust_530,530,530
ANDY YOTOV,ONTARIO,ONTARIO,CORPORATE,Cust_531,531,531
FRANK HAWLEY,ONTARIO,ONTARIO,HOME OFFICE,Cust_532,532,532
THERESA COYNE,ONTARIO,ONTARIO,HOME OFFICE,Cust_533,533,533
IVAN LISTON,ONTARIO,ONTARIO,CONSUMER,Cust_534,534,534
DAVID SMITH,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_535,535,535
NARESJ PATEL,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_536,536,536
RUBEN AUSMAN,ONTARIO,ONTARIO,CORPORATE,Cust_537,537,537
ROY FRENCH,ONTARIO,ONTARIO,CONSUMER,Cust_538,538,538
LARRY HUGHES,ONTARIO,ONTARIO,HOME OFFICE,Cust_539,539,539
MAGDELENE MORSE,ONTARIO,ONTARIO,HOME OFFICE,Cust_540,540,540
GEORGE ASHBROOK,ONTARIO,ONTARIO,CONSUMER,Cust_541,541,541
JONATHAN HOWELL,ONTARIO,ONTARIO,CONSUMER,Cust_542,542,542
LINDA CAZAMIAS,ONTARIO,ONTARIO,CORPORATE,Cust_543,543,543
NAT CARROLL,ONTARIO,ONTARIO,HOME OFFICE,Cust_544,544,544
GARY MITCHUM,ONTARIO,ONTARIO,CONSUMER,Cust_545,545,545
MATT HAGELSTEIN,ONTARIO,ONTARIO,HOME OFFICE,Cust_546,546,546
ANDY REITER,ONTARIO,ONTARIO,CORPORATE,Cust_547,547,547
MIKE CAUDLE,ONTARIO,ONTARIO,CORPORATE,Cust_548,548,548
CYNTHIA ARNTZEN,ONTARIO,ONTARIO,HOME OFFICE,Cust_549,549,549
EDWARD NAZZAL,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_550,550,550
CYNTHIA ARNTZEN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_551,551,551
NOAH CHILDS,ONTARIO,ONTARIO,HOME OFFICE,Cust_552,552,552
BRIAN STUGART,ONTARIO,ONTARIO,CONSUMER,Cust_553,553,553
GEORGE BELL,ONTARIO,ONTARIO,CORPORATE,Cust_554,554,554
NARESJ PATEL,ONTARIO,ONTARIO,CORPORATE,Cust_555,555,555
JONI SUNDARESAM,ONTARIO,ONTARIO,HOME OFFICE,Cust_556,556,556
DAVE HALLSTEN,ONTARIO,ONTARIO,CORPORATE,Cust_557,557,557
MICHELLE HUTHWAITE,ONTARIO,ONTARIO,HOME OFFICE,Cust_558,558,558
DAVID PHILIPPE,ONTARIO,ONTARIO,CONSUMER,Cust_559,559,559
AMY COX,ONTARIO,ONTARIO,CORPORATE,Cust_560,560,560
CARI MACINTYRE,ONTARIO,ONTARIO,CORPORATE,Cust_561,561,561
EUDOKIA MARTIN,ONTARIO,ONTARIO,HOME OFFICE,Cust_562,562,562
FRED HOPKINS,ONTARIO,ONTARIO,HOME OFFICE,Cust_563,563,563
AMY COX,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_564,564,564
AIMEE BIXBY,ONTARIO,ONTARIO,HOME OFFICE,Cust_565,565,565
ANEMONE RATNER,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_566,566,566
CHRIS SELESNICK,ONTARIO,ONTARIO,HOME OFFICE,Cust_567,567,567
NOEL STAAVOS,ONTARIO,ONTARIO,HOME OFFICE,Cust_568,568,568
DEAN BRADEN,ONTARIO,ONTARIO,CORPORATE,Cust_569,569,569
LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,Cust_570,570,570
MATT COLLISTER,ONTARIO,ONTARIO,HOME OFFICE,Cust_571,571,571
LENA CREIGHTON,ONTARIO,ONTARIO,HOME OFFICE,Cust_572,572,572
ERICA SMITH,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_573,573,573
JANET MARTIN,ONTARIO,ONTARIO,CORPORATE,Cust_574,574,574
ANDREW ROBERTS,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_575,575,575
MICHAEL DOMINGUEZ,ONTARIO,ONTARIO,HOME OFFICE,Cust_576,576,576
THOMAS BOLAND,ONTARIO,ONTARIO,CORPORATE,Cust_577,577,577
OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,Cust_578,578,578
LENA RADFORD,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_579,579,579
SEAN CHRISTENSEN,ONTARIO,ONTARIO,HOME OFFICE,Cust_580,580,580
TODD BOYES,ONTARIO,ONTARIO,CONSUMER,Cust_581,581,581
TODD BOYES,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_582,582,582
SEAN MILLER,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_583,583,583
PHILLIP BREYER,ONTARIO,ONTARIO,CORPORATE,Cust_584,584,584
MICHELLE ELLISON,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_585,585,585
MICHELLE ELLISON,ONTARIO,ONTARIO,CONSUMER,Cust_586,586,586
SCOT CORAM,ONTARIO,ONTARIO,CORPORATE,Cust_587,587,587
NATALIE FRITZLER,ONTARIO,ONTARIO,HOME OFFICE,Cust_588,588,588
NATHAN GELDER,ONTARIO,ONTARIO,HOME OFFICE,Cust_589,589,589
PATRICIA HIRASAKI,ONTARIO,ONTARIO,HOME OFFICE,Cust_590,590,590
MARIA ZETTNER,ONTARIO,ONTARIO,CORPORATE,Cust_591,591,591
MATTHEW CLASEN,ONTARIO,ONTARIO,CONSUMER,Cust_592,592,592
PATRICK O'DONNELL,ONTARIO,ONTARIO,HOME OFFICE,Cust_593,593,593
HARRY MARIE,ONTARIO,ONTARIO,CONSUMER,Cust_594,594,594
